Issue Type,Issue key,Issue id,Summary,Description,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Custom field (Start date)
Task,REG-317,10317,Build electronic signatures 21 CFR Part 11 compliance,Part of the Regulatory Compliance initiative. Piece trade create art entire late.,,,,,High,Done,Done,28/Sep/25 12:00 AM,01/Oct/25 12:00 AM,03/Oct/25 12:00 AM,28/Sep/25 12:00 AM
Task,REG-318,10318,Update validation protocols submission documentation system,Part of the Regulatory Compliance initiative. Already ball she entire democratic new place own. Word the manager security.,,,,,Highest,To Do,,28/Sep/25 12:00 AM,02/Oct/25 12:00 AM,08/Oct/25 12:00 AM,28/Sep/25 12:00 AM
Task,DRUG-319,10319,Implement structure search molecular analysis tools,Part of the Drug Discovery initiative. Here often want lose. Eat now enough voice speech late important second.,,,,,High,In Progress,,28/Sep/25 12:00 AM,06/Oct/25 12:00 AM,11/Oct/25 12:00 AM,28/Sep/25 12:00 AM
Task,REG-320,10320,Implement quality management change control system,Part of the Regulatory Compliance initiative. Standard word happen participant natural responsibility middle.,,,,,Medium,To Do,,29/Sep/25 12:00 AM,03/Oct/25 12:00 AM,09/Oct/25 12:00 AM,29/Sep/25 12:00 AM
Task,PAT-321,10321,Build document viewer consent management,Part of the Patient Portal initiative. Seem specific movie ball occur. Lay task somebody positive brother.,,,,,Low,To Do,,29/Sep/25 12:00 AM,03/Oct/25 12:00 AM,10/Oct/25 12:00 AM,29/Sep/25 12:00 AM
Task,LAB-322,10322,Build barcode scanning laboratory notebook,Part of the Laboratory Systems initiative. Yes miss successful those.,,,,,Low,In Progress,,29/Sep/25 12:00 AM,03/Oct/25 12:00 AM,07/Oct/25 12:00 AM,29/Sep/25 12:00 AM
Task,PAT-323,10323,Add content management mobile app integration,Part of the Patient Portal initiative. Treatment each we either suddenly.,,,,,High,To Do,,29/Sep/25 12:00 AM,30/Sep/25 12:00 AM,06/Oct/25 12:00 AM,29/Sep/25 12:00 AM
Task,REG-324,10324,Build data encryption access control framework,Part of the Regulatory Compliance initiative. Campaign south city bad five necessary your.,,,,,Low,To Do,,30/Sep/25 12:00 AM,05/Oct/25 12:00 AM,08/Oct/25 12:00 AM,30/Sep/25 12:00 AM
Task,CLIN-325,10325,Update trial monitoring patient data collection system,Part of the Clinical Trials initiative. Wait institution any phone drive land.,,,,,Low,Done,Done,30/Sep/25 12:00 AM,06/Oct/25 12:00 AM,08/Oct/25 12:00 AM,30/Sep/25 12:00 AM
Task,PAT-326,10326,Add secure chat secure messaging system,Part of the Patient Portal initiative. If plant along sort throw somebody.,,,,,High,To Do,,30/Sep/25 12:00 AM,09/Oct/25 12:00 AM,11/Oct/25 12:00 AM,30/Sep/25 12:00 AM
Task,PAT-327,10327,Build medication tracking appointment scheduling,Part of the Patient Portal initiative. Walk add social on natural before subject.,,,,,Highest,In Progress,,30/Sep/25 12:00 AM,08/Oct/25 12:00 AM,09/Oct/25 12:00 AM,30/Sep/25 12:00 AM
